,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDRESS,BANK,ATM_ID,COORD_X,COOR_Y,WITHIN500,WITHIN1000,FREGUESIA,MWay_Dist,Police_Dis,V_Index,PARISH,NUMBER,N_INCOME,INCOME,N_DENSITY,DENSITY,N_AGE,AGE,N_UNP_RATE,UNP_RATE,N_COM_DENS,COM_DENS,N_FREQ_ATTACK,FREQ_ATTACK,N_MANUAL_ATK,MANUAL_ATK,N_LOGIC_ATK,LOGIC_ATK,N_FRAUD_ATTACK,FRAUD_ATTACK,N_CARD_SKIMMING,CARD_SKIMMING,N_CARD_TRAPPING,CARD_TRAPPING,N_CASH_TRAPPING,CASH_TRAPPING,N_TRANS_REVER,TRANS_REVER,N_PHYS_ATTACK,PHYS_ATTACK,N_BURGLARY,BURGLARY,N_RAM_RAIDS,RAM_RAIDS,N_EXPLO_GAS,EXPLO_GAS,N_VANDALISM,VANDALISM,N_LOG_NETWORK,LOG_NETWORK,N_LOG_ISOLATED,LOG_ISOLATED,EVENT_DATE,DETEC_DATE,ACCOUNT_DATE,YEAR_ACOUNT,N_IMPLEM_TYPE,GROSS_LOSS,INDIRECT_LOSS,NET_LOSS,N_ATTACK_L0,N_ATTACK_L1,N_ATTACK_L2,PERSONA1,PERSONA2,ATTACK_DURATION,SUCCESS_ATTACK,RECOVERED,RECOV_AMOUNT,RECOV_DATE
"Alameda Das Linhas De Torres 158, Lisbon",BANCO BPI S.A.,BPI60,-9.15827,38.76826,0,1000,Lumiar,1086.39,751.49,0,5,1,5,52,3,25.93,2,32,2,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Estados Unidos Da America 102, Lisbon",BANCO BPI S.A.,BPI61,-9.14277,38.74941,500,1000,Alvalade,1455.13,343.67,1,7,1,5,52,2,15.76,2,40,1,4,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii LT 1.05.02, Lisbon",BANCO BPI S.A.,BPI62,-9.09822,38.76605,500,1000,Parque das Na,2293.13,981.19,1,13,1,5,50,1,0.13,2,36,2,8,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Frederico George, Lisbon",BANCO BPI S.A.,BPI63,-9.16817,38.76881,0,1000,Lumiar,1299.22,742.19,3,5,1,4,46,2,13.32,1,25,2,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Professor Francisco Gentil 6, Lisbon",BANCO BPI S.A.,BPI64,-9.164,38.76052,500,1000,Lumiar,437.31,247.80,1,5,0,5,48,2,12.03,1,25,2,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Liberdade 180, Lisbon",BANCO BPI S.A.,BPI65,-9.14489,38.72023,0,1000,Santo Antanio,2470.22,494.73,1,18,1,6,58,1,2.74,4,52,2,6,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Oceanos, Lisbon",BANCO BPI S.A.,BPI66,-9.09583,38.76925,500,1000,Parque das Na,2069.44,608.97,1,1,1,6,64,1,0.00,4,54,2,5,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Alves Torgo 53, Lisbon",BANCO BPI S.A.,BPI67,-9.13548,38.7337,500,1000,Arroios,2815.61,227.43,1,22,1,4,42,4,28.55,3,47,3,12,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Zona J De Chelas, Lisbon",BANCO BPI S.A.,BPI68,-9.11769,38.74977,500,1000,Marvila,1805.41,495.59,1,1,2,2,28,1,0.00,3,47,4,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Da Ilha Dos Amores LT 4.07.01, Lisbon",BANCO BPI S.A.,BPI69,-9.09373,38.77719,500,1000,Parque das Na,1468.98,342.11,0,13,1,5,48,2,13.34,3,43,2,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Praca Imperio S/N, Lisbon",BANCO BPI S.A.,BPI70,-9.20713,38.69599,0,1000,Bel2m,1762.39,498.72,1,2,2,4,44,1,0.00,4,52,4,16,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Republica 60, Lisbon",BANCO BPI S.A.,BPI71,-9.14692,38.74374,500,1000,Alvalade,1572.33,655.12,2,8,0,5,54,2,12.33,3,42,1,4,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Praca Dom Joao Da Camara 18, Lisbon",BANCO BPI S.A.,BPI72,-9.14052,38.71485,500,1000,Santa Maria Maior,2962.81,38.93,1,22,1,4,46,2,9.84,3,45,2,9,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Largo Da Estacao De Benfica, Lisbon",BANCO BPI S.A.,BPI73,-9.16911,38.72998,500,1000,Campolide,811.54,494.46,0,23,2,3,36,1,0.43,2,32,4,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida De Roma 5 B, Lisbon",BANCO BPI S.A.,BPI74,-9.13825,38.74206,0,1000,Avenidas Novas,2336.89,657.14,1,8,0,6,64,2,15.46,3,44,1,2,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Padre Cruz, Lisbon",BANCO BPI S.A.,BPI75,-9.16497,38.76806,500,1000,Lumiar,1154.02,600.82,1,5,1,5,48,2,7.74,2,33,3,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Pascoal De Melo 7 a, Lisbon",BANCO BPI S.A.,BPI76,-9.13546,38.73117,500,1000,Arroios,2943.82,102.96,3,22,1,6,60,4,27.08,3,45,2,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Cidade De Nampula 4, Lisbon",BANCO BPI S.A.,BPI77,-9.12053,38.76329,500,1000,Olivais,774.60,106.27,1,0,3,2,24,2,12.64,1,26,5,19,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Infante Dom Henrique, Lisbon",BANCO BPI S.A.,BPI78,-9.10438,38.74579,0,1000,Marvila,2915.14,705.79,0,1,2,3,36,1,0.00,4,55,4,18,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Columbano Bordalo Pinheiro 74, Lisbon",BANCO BPI S.A.,BPI80,-9.16332,38.73865,500,1000,Avenidas Novas,625.41,551.69,0,15,1,4,44,3,19.68,3,48,3,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Infante Dom Henrique, Lisbon",BANCO BPI S.A.,BPI81,-9.10438,38.74579,0,1000,Marvila,2915.14,705.79,0,1,2,3,36,1,0.00,4,55,4,18,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Luis De Camoes 106-C, Lisbon",BANCO BPI S.A.,BPI82,-9.18224,38.70349,0,1000,Alcgntara,723.04,407.39,0,10,1,4,44,3,24.16,1,30,4,15,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Republica 3 B, Lisbon",BANCO BPI S.A.,BPI83,-9.14554,38.7343,500,1000,Avenidas Novas,2013.16,413.07,1,22,1,5,54,1,5.68,3,48,2,8,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Oceanos, Lisbon",BANCO BPI S.A.,BPI86,-9.09583,38.76925,500,1000,Parque das Na,2069.44,608.97,1,1,1,6,64,1,0.00,4,54,2,5,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Rosa Araujo 24, Lisbon",BANCO BPI S.A.,BPI87,-9.15073,38.72122,500,1000,Santo AntMnio,1954.42,378.97,0,18,0,5,52,2,9.22,3,47,2,5,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Travessa Santa Quiteria 38, Lisbon",BANCO BPI S.A.,BPI88,-9.15686,38.71765,500,1000,Campo de Ourique,1516.46,322.25,1,18,0,5,54,2,11.08,4,52,2,5,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Dos Jeronimos 6 C, Lisbon",BANCO BPI S.A.,BPI90,-9.20488,38.6985,500,1000,Bel2m,1819.26,305.21,0,2,2,2,30,1,4.69,3,46,4,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida De Padua, Lisbon",BANCO BPI S.A.,BPI91,-9.10463,38.76294,0,1000,Olivais,1856.86,1149.99,3,13,1,5,56,2,12.93,2,37,2,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Do Uruguai 26, Lisbon",BANCO BPI S.A.,BPI92,-9.19691,38.75231,0,1000,Benfica,830.48,763.50,1,21,1,4,42,4,32.32,3,45,3,10,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Frederico George, Lisbon",BANCO BPI S.A.,BPI93,-9.16817,38.76881,0,1000,Lumiar,1299.22,742.19,2,5,1,4,46,2,13.32,1,25,2,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Ferreira Borges 27-A, Lisbon",BANCO BPI S.A.,BPI94,-9.16412,38.7161,500,1000,Campo de Ourique,1061.63,345.09,1,3,1,5,48,3,19.66,2,33,2,9,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Fialho De Almeida 21D, Lisbon",BANCO BPI S.A.,BPI96,-9.15829,38.7344,500,1000,Campolide,1158.60,153.59,0,15,2,3,36,1,2.14,4,49,4,16,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Das Linhas De Torres 255, Lisbon",BANCO BPI S.A.,BPI98,-9.16151,38.77276,0,1000,Lumiar,1587.51,925.03,0,5,1,5,52,3,19.64,1,27,2,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Rosa Araujo 24, Lisbon",BANCO BPI S.A.,BPI99,-9.15073,38.72122,500,1000,Santo AntMnio,1954.42,378.97,1,18,0,5,52,2,9.22,3,47,2,5,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Casal Ribeiro S/N, Lisbon",CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,CCCAM01,-9.14269,38.73248,500,1000,Avenidas Novas,2331.23,545.20,1,22,1,5,50,2,8.09,4,53,2,8,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Miguel Bombarda 7 a, Lisbon",CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,CCCAM02,-9.14496,38.73717,500,1000,Avenidas Novas,1905.81,181.56,0,15,1,4,40,2,12.77,3,48,3,12,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Pascoal De Melo 47, Lisbon",CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,CCCAM03,-9.13831,38.7314,500,1000,Arroios,2716.93,174.39,1,22,1,3,38,2,12.39,3,45,3,11,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Castilho 233, Lisbon",CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,CCCAM04,-9.15769,38.72939,500,1000,Campolide,1451.29,345.29,0,15,2,3,32,2,12.38,4,51,4,14,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii 1.04.01, Lisbon",CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,CCCAM05,-9.09822,38.76605,500,1000,Parque das Na,2293.13,981.19,2,13,1,5,50,1,0.13,2,36,2,8,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Padre Americo 32-C, Lisbon",CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,CCCAM08,-9.18073,38.7639,500,1000,Carnide,1022.71,292.42,1,5,1,3,34,3,20.10,2,34,3,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Campo Pequeno S/N, Lisbon",CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,CCCAM09,-9.14797,38.74256,500,1000,Avenidas Novas,1490.66,724.38,0,15,2,4,42,2,9.09,3,48,4,16,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Engenheiro Duarte Pacheco 15, Lisbon",CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,CCCAM10,-9.15852,38.72455,500,1000,Santo Antdnio,1290.69,357.18,1,15,1,5,48,2,8.80,4,54,3,12,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Praca Londres 1, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD01,-9.13677,38.73971,0,1000,Avenidas Novas,2502.84,591.34,1,8,1,5,48,2,14.18,2,38,2,7,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Cruz De Santa Apolonia 2, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD04,-9.11918,38.71797,0,1000,Suo Vicente,4720.37,84.79,1,14,2,3,38,2,12.29,5,63,4,16,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Grao Vasco 56-58, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD05,-9.20329,38.7496,500,1000,Benfica,1005.35,563.73,0,21,1,4,44,4,33.62,2,40,3,10,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Alexandre Herculano 53/55, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD06,-9.15282,38.72075,500,1000,Campo de Ourique,1778.31,260.85,1,18,1,6,70,2,6.41,4,52,1,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Universidade, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD07,-9.1562,38.75281,0,1000,Alvalade,702.97,896.84,1,7,0,6,62,1,0.00,2,39,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Calcada Dom Gastao 21-23, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD08,-9.10925,38.72871,0,0,Suo Vicente,4207.08,1551.37,1,12,2,2,28,1,3.11,4,51,4,16,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Antonio Jose De Almeida S/N, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD09,-9.14043,38.73807,500,1000,Avenidas Novas,2239.48,226.96,2,8,0,6,62,1,1.43,2,38,1,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Oceanos, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD10,-9.09583,38.76925,500,1000,Parque das Na,2069.44,608.97,1,1,1,6,64,1,0.00,4,54,2,5,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Praca De Alvalade, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD100,-9.13939,38.74776,0,1000,Alvalade,1728.90,669.89,1,7,0,6,66,3,23.82,3,43,1,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Luis Oliveira Guimaraes Lote 5, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD11,-9.15705,38.78336,0,1000,Lumiar,1383.12,696.54,1,9,2,2,30,3,25.85,1,26,4,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Oceanos LT 4.43.01, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD12,-9.09562,38.77871,500,1000,Parque das Na,1234.27,443.73,0,13,1,6,64,4,28.52,3,42,2,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Prior Do Crato 70 a, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD13,-9.17216,38.70589,500,1000,Alcgntara,599.39,501.76,0,16,2,2,30,2,13.78,4,50,4,17,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Hermano Neves 22 C, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD14,-9.16983,38.76001,0,1000,Lumiar,343.36,522.28,0,5,1,4,44,1,5.21,1,30,3,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Campo Pequeno S/N, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD15,-9.14797,38.74256,500,1000,Avenidas Novas,1490.66,724.38,1,15,2,4,42,2,9.09,3,48,4,16,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Centro De Saude De Sete Rios - PR. Prof. Arnaldo S, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD16,-9.13934,38.72225,0,1000,Arroios,2939.66,365.22,2,22,1,5,56,1,1.51,3,47,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD17,-9.09772,38.7708,500,1000,Parque das Na,1843.72,458.51,0,13,0,6,72,2,7.80,3,43,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Presidente Arriaga, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD18,-9.16436,38.70451,0,1000,Campo de Ourique,1270.54,982.82,0,16,1,4,40,1,3.33,4,54,4,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Liberdade 89, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD19,-9.14446,38.71815,500,1000,Santo Antanio,2541.52,260.92,3,18,0,6,64,1,1.25,4,51,2,6,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Calcada Do Combro 96, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD20,-9.14878,38.71124,500,1000,MisericOrdia,2462.44,140.42,0,20,2,2,30,1,0.96,5,64,5,21,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Fontes Pereira De Melo 16, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD21,-9.14761,38.72942,0,1000,Avenidas Novas,2218.51,107.09,0,22,1,5,54,2,12.99,4,53,2,9,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Joao Xxi 63, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD22,-9.1409,38.74232,500,1000,Avenidas Novas,2104.77,574.23,1,8,0,6,70,3,16.20,2,39,1,2,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Major Neutel De Abreu Lote 14, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD24,-9.18078,38.74726,0,0,Carnide,803.87,1050.24,3,11,1,4,46,3,23.91,1,29,3,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Jardim Do Tabaco 84, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD25,-9.12681,38.71174,500,1000,Santa Maria Maior,4204.28,201.63,0,17,1,3,34,2,14.34,5,63,4,14,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Saraiva De Carvalho 122, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD26,-9.16167,38.71635,0,1000,Campo de Ourique,1211.52,541.54,0,3,1,6,58,2,14.11,1,27,2,9,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Calcada Do Carmo, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD27,-9.14095,38.71299,500,1000,Santa Maria Maior,2993.84,229.65,1,17,2,3,32,3,18.05,4,55,4,15,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD28,-9.09772,38.7708,500,1000,Parque das Na,1843.72,458.51,1,13,0,6,72,2,7.80,3,43,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua De Belem 30, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD29,-9.2022,38.69717,500,1000,Bel2m,2095.25,50.90,0,6,2,4,44,2,8.37,3,44,4,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Rovisco Pais, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD30,-9.13788,38.73547,500,1000,Arroios,2546.27,431.34,1,22,1,5,52,1,0.00,4,50,2,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Travessa Estevao Pinto 15, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD31,-9.16201,38.73231,500,1000,Campolide,957.48,297.69,0,23,1,3,38,1,0.08,2,34,3,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Miguel Bombarda 20, Lisbon",CAIXA GERAL DE DEPOSITOS,CGD32,-9.14679,38.73717,500,1000,Avenidas Novas,1761.53,339.93,0,15,2,5,48,1,5.78,4,51,4,14,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
